proyecto_id,nombre,descripcion,fecha_inicio_plan,fecha_fin_plan,fecha_inicio_real,fecha_fin_real,horas_totales,horas_trabajadas,estado_id,tipo_proyecto_id,cliente_id,defectos_detectados,metadata_extraccion,catalogo_id
179,App de Tareas MW,Equipo son necesidad parece corte mercado que américa.,2020-12-09,2021-10-31,2020-12-10,2021-11-03,1317,1082,4,1,115,5,0,179
180,Sistema Flotas KQ,Todas día fuerzas participación año mis realidad vuelve equipo.,2023-12-13,2024-11-05,2023-12-22,2024-11-11,3297,2202,4,4,414,8,0,180
181,App Inventarios DG,Temas industria total existen ir mayor.,2020-05-22,2022-01-18,,,2059,202,1,3,337,0,0,181
182,Sistema ERP Alpha AI,Quienes vio club siglo conocimiento policía.,2022-11-30,2023-06-06,2022-11-25,2023-06-13,2718,2327,4,3,159,6,0,182
183,App de Tareas LH,Ciento cara g compañía estaban libertad tendrá aquí.,2021-02-15,2022-04-18,2021-02-11,2022-04-20,787,763,4,1,73,5,0,183
184,Aplicación CRM SU,Máximo exterior estado ii educación.,2024-11-02,2025-09-04,2024-11-16,,3477,2215,2,3,190,0,0,184
185,App Inventarios RC,Mesa cultural mesa pregunta aspecto principales.,2021-02-09,2022-02-04,2021-02-23,2022-01-01,918,402,5,1,453,5,0,185
186,Sistema Flotas EF,Mucha primeros parte bastante por.,2025-10-07,2025-12-31,2025-10-11,2025-11-25,2989,955,5,4,339,17,0,186
187,Gestión Documental HX,Éxito posible club instituciones juego crecimiento secretario haya artículo resultados.,2025-08-24,2025-12-31,2025-09-04,2025-11-25,1454,1140,4,4,177,7,0,187
188,Sistema RRHH RP,Todas mira área decía un comenzó control joven.,2024-03-20,2025-01-09,2024-03-29,2025-01-24,1051,738,4,1,158,2,0,188
189,Gestión Documental KE,Semana mercado alguna sociales resto interior vuelta te sector.,2024-11-15,2025-04-19,,,1846,74,1,2,109,0,0,189
190,App Inventarios CF,Deben les serie resulta antes demás vamos de tanto.,2025-02-20,2025-12-31,2025-02-22,2025-11-25,1719,1563,4,4,255,4,0,190
191,Sistema RRHH NO,Recuerdo cuales tomar existe quiere tales cámara.,2023-11-12,2024-11-15,2023-11-25,2024-11-18,2147,1500,4,3,427,2,0,191
192,Sistema RRHH VJ,Cantidad vivir dios grupos país amigos que igual económico felipe hacen.,2023-03-07,2024-10-02,2023-03-15,,3179,576,2,3,40,0,0,192
193,Sistema RRHH SG,Aun siguiente unidad médico fondo.,2022-03-01,2022-12-29,2022-02-19,2022-08-24,2235,246,5,3,214,11,0,193
194,Sistema RRHH NM,Hacia industria acuerdo suerte tener orden.,2023-07-11,2024-08-05,2023-07-04,,2180,1356,2,3,426,0,0,194
195,Sistema RRHH CO,Ayer socialista cara izquierda estamos pablo en estructura allá haya.,2024-12-22,2025-07-20,2024-12-21,2025-07-27,561,427,4,5,206,2,0,195
196,Plataforma Reservas EG,Autoridades cuenta sala estado lucha teatro.,2022-09-26,2024-07-05,2022-10-02,,1645,670,2,1,87,0,0,196
197,App Inventarios GY,Paciente centros fecha nosotros pablo blanca grupos españa barcelona.,2025-12-14,2025-12-31,2025-11-25,,2719,1716,2,3,398,0,0,197
198,Plataforma Reservas VG,Ocasiones hacen seguridad efectos palabra usted situación.,2022-06-21,2023-11-28,2022-06-16,2023-11-30,1426,1403,4,2,102,5,0,198
199,Sistema Flotas RW,Máximo muestra curso estamos acciones real.,2020-12-24,2022-09-22,2020-12-24,,3312,1764,3,4,297,0,0,199
200,Plataforma E-Commerce WW,Sigue civil tratamiento base actitud consumo maría hija pasó recursos.,2020-03-19,2021-01-11,2020-03-29,,1560,1309,2,1,226,0,0,200
201,App de Tareas YJ,Grande nuestro dejó va unidos.,2022-02-17,2023-06-21,2022-02-09,,1320,901,2,1,303,0,0,201
202,Gestión Documental JD,Cualquier encuentra ellas grupos alta trabajadores cuales.,2021-11-27,2023-05-04,2021-11-19,,1355,814,3,1,20,0,0,202
203,Sistema Flotas VP,Razón diez conciencia diario realizar años ningún dado expresión políticas.,2024-09-11,2025-05-06,2024-09-17,,1859,1565,3,1,438,0,0,203
204,Sistema Flotas DA,Ello dolor oro paz ley económico sabía.,2023-02-16,2024-05-21,2023-02-26,2024-05-30,1521,1482,4,1,284,10,0,204
205,Plataforma Reservas WL,Finalmente tipo baja historia consejo j e imposible campaña algo.,2020-05-06,2022-12-17,2020-05-21,,1522,1301,3,1,78,0,0,205
206,App Inventarios BR,Muerte va u y uso pone son propuesta rey lejos.,2025-04-26,2025-12-31,2025-04-17,,1633,665,2,1,366,0,0,206
207,Sistema Flotas NQ,Investigación pedro últimos programas algún hizo tras.,2020-07-30,2021-04-14,2020-07-25,,1470,655,3,5,225,0,0,207
208,Aplicación CRM YG,Diferentes quiero ella nadie nuestra mayoría.,2023-01-25,2024-01-26,2023-02-05,,2674,1301,3,4,145,0,0,208
209,Aplicación CRM SN,Popular n distintos máximo se cargo medida lópez cuyo posición curso.,2025-10-21,2025-12-31,2025-10-14,2025-11-25,2134,1911,4,3,324,9,0,209
210,Aplicación CRM UY,Hubiera televisión tú ii unidad.,2023-03-10,2024-11-08,2023-03-02,2024-11-15,707,696,4,5,371,3,0,210
211,Sistema Flotas GZ,Medida había pp será ésta siguientes ver instituto pasar los.,2020-07-22,2022-06-23,2020-08-03,,1528,479,2,4,159,0,0,211
212,App Inventarios NQ,Lejos señora espacio estado pasar enfermedad larga características autor visita sean.,2021-04-22,2023-06-03,2021-05-03,2023-06-03,3665,982,4,3,193,16,0,212
213,Aplicación CRM BD,Esta cada nueva incluso mismo informe ii quién.,2023-11-02,2025-10-01,2023-11-01,,2037,1114,3,3,261,0,0,213
214,Portal Clientes OZ,Trata ex les y cuarto parte humanos muy sueño.,2023-01-16,2024-06-08,2023-01-10,,1786,717,2,4,175,0,0,214
215,App de Tareas GG,Plazo manos tan ideas alto comisión sur.,2024-01-12,2024-09-11,2024-01-25,2024-09-20,1639,565,4,1,433,6,0,215
216,Sistema Flotas KI,Pues niños conciencia alguien estilo mejor existen.,2025-07-06,2025-12-31,2025-07-08,2025-11-25,668,526,4,5,449,2,0,216
217,Plataforma E-Commerce XA,Temas trabajo también pedro dinero queda gobierno situación construcción artículo.,2021-10-19,2023-08-05,2021-10-10,2023-08-14,739,715,4,5,395,2,0,217
218,Plataforma E-Commerce AP,Otras tras francisco través presidente américa sol han d torno.,2024-09-01,2025-12-31,2024-08-29,2025-11-25,983,586,4,5,228,7,0,218
219,Aplicación CRM DP,Cada boca obra cuatro salir marzo persona américa tu verdad.,2020-08-04,2022-04-11,2020-08-15,2022-04-19,1794,1378,4,4,402,8,0,219
220,App de Tareas MU,Interés alta largo experiencia garcía española trata población en.,2022-02-03,2023-07-06,2022-02-06,,3059,2099,2,4,145,0,0,220
221,Gestión Documental YO,Pueblo total permite mayoría sigue imagen juez efecto nada.,2025-06-28,2025-12-31,,,683,293,1,5,411,0,0,221
222,Plataforma Reservas MF,Puso madrid resultado ojos tendrá otro vida.,2020-02-27,2021-09-15,2020-03-10,,3135,1264,3,3,448,0,0,222
223,Gestión Documental GO,Habla dejar carrera grandes todo.,2022-03-20,2023-05-24,2022-03-24,2023-05-30,928,397,4,1,146,3,0,223
224,Aplicación CRM II,Tomar todas tema socialista función asociación españa economía tanto.,2023-02-04,2024-08-21,2023-01-25,,2647,2229,2,2,47,0,0,224
225,Sistema RRHH GA,Sueño fuego cuyo poder ésta medida cual.,2024-10-23,2025-12-31,2024-10-15,,2482,1540,2,3,258,0,0,225
226,Aplicación CRM QJ,Visita dos pequeño sentido nombre mí existencia dólares enero.,2023-04-20,2025-10-18,2023-05-05,,1931,1593,3,1,164,0,0,226
227,Plataforma E-Commerce ED,Son haciendo estado generales lleva.,2022-04-29,2023-05-16,2022-05-03,,1568,591,3,4,147,0,0,227
228,Portal Clientes VQ,Conjunto cuenta tomar española resulta g mundial zona primeras justicia.,2023-01-01,2023-12-15,2022-12-26,,1124,207,2,1,41,0,0,228
229,Plataforma Reservas WF,Mucha a contenido mediante proceso hijos don debe pasado.,2025-02-13,2025-12-31,2025-02-27,,1266,961,2,5,312,0,0,229
230,Sistema RRHH TH,Especial proyecto estos trabajadores posibilidad principal reunión.,2023-06-30,2024-10-22,,,1088,485,1,1,63,0,0,230
231,Plataforma E-Commerce BP,Mientras superior hombre congreso recuerdo.,2021-04-01,2022-08-20,2021-04-10,,827,581,2,1,235,0,0,231
232,App Inventarios DK,Material mundial camino septiembre oficial sectores fernando.,2022-05-30,2023-03-22,2022-05-29,2023-03-28,895,647,4,5,264,6,0,232
233,Plataforma Reservas FN,Teatro aquellos resultados hizo papel otras b materia natural.,2024-05-06,2025-12-31,2024-05-12,,1767,496,2,4,293,0,0,233
234,App de Tareas QK,Material especialmente bien calle esto su recursos armas.,2025-10-27,2025-12-31,2025-11-03,,1439,1087,2,5,270,0,0,234
235,Sistema RRHH AJ,Gran nuevos debido ser programas jefe unos resultados momento productos.,2020-01-04,2022-04-17,2020-01-05,2022-04-23,1901,1647,4,1,241,9,0,235
236,Plataforma Reservas XR,Duda acción había popular proceso chile diciembre música izquierda.,2025-12-04,2025-12-31,2025-11-25,2025-11-25,2493,1942,4,3,35,9,0,236
237,Plataforma E-Commerce KG,España nuestros lado intereses tú junio fondo social sabía.,2020-01-23,2020-09-20,2020-02-02,2020-09-24,2703,2618,4,2,174,8,0,237
238,Gestión Documental KH,Económica pesar aún película fondo forma.,2023-08-16,2025-08-26,2023-08-12,,1151,1022,2,4,398,0,0,238
239,Gestión Documental PL,Información menor garcía p proyectos hijo cualquier.,2024-09-11,2025-12-31,2024-09-17,,1246,1042,2,1,454,0,0,239
240,Sistema ERP Alpha YJ,Cual estudios atención vuelve común juez hijo hoy oposición.,2021-01-04,2021-12-07,2021-01-18,2021-12-07,2037,1024,4,4,279,6,0,240
241,Aplicación CRM VO,Nuestras martín mundo universidad llegado creación cuyo tiempos qué.,2023-04-23,2025-04-21,2023-04-21,2025-04-26,1942,1545,4,1,400,7,0,241
242,Aplicación CRM OA,Distintos mes cantidad siempre ojos.,2023-02-26,2024-08-13,2023-02-21,,2583,1133,3,4,205,0,0,242
243,Plataforma Reservas FM,Éxito precios estoy siete unidos.,2025-01-30,2025-12-31,2025-02-12,2025-11-25,946,908,4,5,189,7,0,243
244,Aplicación CRM DX,Pensar media dice lucha película maría.,2020-04-14,2022-01-06,2020-04-07,2022-01-12,2003,1927,4,2,422,11,0,244
245,App Inventarios YM,Justicia sentido embargo todo estar de pasado n cultural m.,2023-05-12,2024-09-03,2023-05-24,,1272,888,2,5,229,0,0,245
246,Sistema RRHH ZL,Dólares efectos bien tanto verdad título.,2024-12-16,2025-12-31,2024-12-14,,3259,2925,2,3,22,0,0,246
247,App de Tareas WW,Importante pablo ninguna minutos en pueden control.,2024-10-01,2025-11-14,2024-10-16,,2488,1797,2,4,327,0,0,247
248,Sistema ERP Alpha EG,Buena ante congreso problemas pasar cuadro cuerpo.,2023-10-07,2025-02-21,2023-10-01,,2594,993,3,2,16,0,0,248
249,Sistema RRHH YK,Cierta alrededor rosa etc visto respuesta ha ante donde.,2025-05-22,2025-12-31,2025-05-30,,2741,2065,2,3,331,0,0,249
250,Aplicación CRM YO,Felipe barcelona m menor habrá muerte podría.,2023-05-24,2024-06-06,2023-05-28,2024-06-10,2519,1173,4,4,348,9,0,250
251,Gestión Documental RV,Vida reforma nuestros libro vio siglo encuentran hechos.,2021-08-13,2024-01-09,2021-08-10,,3330,1964,3,3,204,0,0,251
252,Sistema RRHH FV,Tu número algunas desarrollo g encontrar.,2023-01-11,2024-10-28,2023-01-18,,3120,2215,2,4,96,0,0,252
253,Sistema Flotas JX,Algo te club figura a.,2024-08-09,2025-12-31,2024-08-08,,1878,1213,2,4,134,0,0,253
254,App Inventarios CE,Posición siguiente hospital presenta dolor investigación líder profesional.,2022-05-20,2023-05-08,2022-05-12,,1302,615,3,2,252,0,0,254
255,Aplicación CRM ZO,Además próximo relaciones visita este esas oro riesgo cara hacia.,2024-05-29,2025-08-29,2024-06-09,,1359,748,2,4,366,0,0,255
256,Gestión Documental DU,Un fuera salir paso.,2025-03-18,2025-12-31,2025-03-13,2025-11-25,994,791,4,5,282,3,0,256
257,Portal Clientes QL,Ojos todavía curso programa tras espacio capital llevar española estoy.,2023-11-01,2025-09-10,2023-10-25,,3041,1544,2,3,90,0,0,257
258,Aplicación CRM LK,Paciente radio cuba valores película voy.,2023-03-29,2024-11-15,2023-04-05,,1107,663,2,4,122,0,0,258
259,Sistema Flotas MJ,Pronto del libertad hombre aparece blanco.,2024-07-17,2025-12-31,,,665,2,1,5,412,0,0,259
260,Sistema RRHH UU,Cierto cuales jóvenes última compañía todos cuba nuestros origen.,2023-10-29,2025-08-28,2023-11-12,,3153,2507,2,4,204,0,0,260
261,Plataforma Reservas VV,Creo derechos reforma problemas al casa santiago.,2025-02-24,2025-11-12,2025-02-28,2025-11-15,2098,1811,4,2,38,5,0,261
262,App Inventarios MK,Muestra pasar paciente verdad voz cabo juez deben te cuyo.,2023-12-11,2024-12-04,2023-12-14,2024-12-05,772,558,4,5,450,5,0,262
263,Gestión Documental OJ,Pensar propuesta libertad p producción primeras.,2020-09-02,2021-08-12,2020-08-28,,713,667,3,5,64,0,0,263
264,App de Tareas KV,Seguridad resulta seguro conocer antonio mucha práctica.,2023-02-02,2024-01-04,2023-02-01,,2217,1861,2,2,364,0,0,264
265,App Inventarios VL,Peor idea tras o fernando pocos concepto i otros aquí.,2020-11-16,2022-10-27,2020-11-26,2022-11-03,962,885,4,5,326,2,0,265
266,App Inventarios GE,Hacen le servicio ideas hace ojos tal bastante considera.,2022-08-19,2023-07-31,2022-08-30,2023-08-04,1431,1378,4,2,329,2,0,266
267,Sistema ERP Alpha OP,Paz mucho tenemos partido cuando persona centros.,2024-01-19,2025-06-22,2024-01-29,,766,383,2,1,423,0,0,267
268,Sistema Flotas DI,Hacen hombre siguientes resultado principal cara deja.,2024-10-18,2025-09-16,2024-10-28,,2506,1535,2,2,334,0,0,268
269,Gestión Documental BH,Propio esas televisión película arte condiciones carlos podía de sala.,2021-02-27,2022-07-02,2021-03-04,2022-07-09,993,659,4,5,322,3,0,269
270,Sistema ERP Alpha WS,Presente crecimiento siguiente mitad cierto vino tenían rey europea.,2024-08-30,2025-08-30,2024-08-25,2025-09-12,1298,649,4,4,153,2,0,270
271,Aplicación CRM XM,Contenido anterior cuerpo ocho autor técnica nadie otros.,2025-04-26,2025-12-31,,,694,3,1,5,175,0,0,271
272,Sistema RRHH PH,Cuestión tiempos verdad miedo pasó barcelona adelante josé junto oficial secretario.,2022-04-25,2024-03-04,2022-04-19,,3997,220,2,3,441,0,0,272
273,Plataforma E-Commerce SN,He al está presente fin antes siglo ocho principales.,2021-12-24,2023-01-10,2021-12-17,,2495,943,2,3,55,0,0,273
274,Gestión Documental FJ,Central aquella cosa atrás.,2023-02-27,2023-10-11,2023-03-01,2023-10-14,703,567,4,1,73,2,0,274
275,Sistema Flotas DS,Proyecto ocasiones marzo yo características.,2020-08-09,2021-05-19,2020-08-22,,2141,258,2,2,444,0,0,275
276,Plataforma E-Commerce IE,Será consumo vuelta técnica casa llega.,2022-02-12,2023-06-16,2022-02-17,2023-06-24,3108,2355,4,4,82,5,0,276
277,Portal Clientes YX,Gente afirmó dentro campaña sí iglesia haber razón rosa.,2022-09-30,2024-11-14,2022-09-26,2024-11-16,1336,1230,4,5,202,2,0,277
278,Gestión Documental KO,Mayores resto ellos cerca dicho.,2023-01-24,2024-05-05,2023-01-31,,1363,888,2,5,254,0,0,278
279,Aplicación CRM DQ,Teoría cambio principio una producto demasiado.,2023-05-14,2024-09-24,2023-05-28,,1883,1413,3,2,221,0,0,279
280,App de Tareas YP,Generales salir amigo crecimiento.,2021-04-26,2023-04-23,2021-04-22,,1767,1358,2,1,206,0,0,280
281,Plataforma E-Commerce XX,Relación calidad radio español septiembre.,2025-04-26,2025-12-31,2025-05-10,,3065,1354,2,4,38,0,0,281
282,App Inventarios DD,Encuentro habrá enero primera lado máximo expresión estuvo.,2023-09-25,2025-04-03,2023-09-18,2025-04-10,643,502,4,5,320,2,0,282
283,App Inventarios UM,Francia últimos hombre pp.,2024-02-16,2025-12-31,2024-02-12,,3546,3162,3,3,286,0,0,283
284,App Inventarios TC,Tierra ve manera ciudad segunda consecuencia muchas principios posibilidades palabra.,2020-08-01,2022-03-19,2020-08-13,2022-03-28,679,542,4,1,21,3,0,284
285,App Inventarios HJ,Equipo muerte méxico de silencio interior fin es asunto.,2025-04-10,2025-12-31,2025-04-10,2025-11-25,1455,174,5,5,77,9,0,285
286,Aplicación CRM PU,Pudo resultado obras pública organización.,2024-09-09,2025-10-16,2024-09-15,,3215,2353,3,3,432,0,0,286
287,Plataforma E-Commerce JN,Real república general recursos uno g quien.,2020-04-07,2022-06-03,2020-03-28,2022-06-08,1013,843,4,5,363,2,0,287
288,Sistema ERP Alpha MG,Sistema sobre dónde razón aire elementos función está nadie.,2020-08-08,2021-09-04,2020-08-17,2021-09-06,1030,817,4,5,214,2,0,288
289,Sistema ERP Alpha AN,Propuesta octubre difícil buenos creo miedo recuerdo unidad producto.,2020-06-30,2022-03-06,2020-07-08,2022-03-12,866,519,4,5,398,2,0,289
290,Portal Clientes NR,Dos mismo podía solamente estilo país baja apenas manera próximo.,2022-02-11,2024-06-01,2022-02-02,2024-06-05,1605,1438,4,4,318,4,0,290
291,Sistema RRHH KO,Mar mar humanos vino fuentes pie.,2025-12-22,2025-12-31,2025-11-25,2025-11-25,2284,2237,4,4,10,8,0,291
292,Sistema ERP Alpha QB,Aquí mujer hablar orden primer.,2025-02-06,2025-12-31,2025-02-18,,1365,505,2,5,397,0,0,292
293,Plataforma E-Commerce CW,Resto n solución demás lleva mira sé san.,2024-08-22,2025-12-22,,,3356,312,1,3,288,0,0,293
294,Aplicación CRM NY,Jorge último rosa datos servicio artículo noviembre especialmente dólares niveles.,2022-07-26,2023-10-05,2022-08-02,,3183,1141,2,4,89,0,0,294
295,Plataforma E-Commerce AT,Ejemplo hemos sola tipos unidad has diez.,2024-11-08,2025-12-31,2024-11-04,2025-11-25,3249,2633,4,3,445,6,0,295
296,Portal Clientes KJ,Esta político lugar méxico comunicación.,2021-12-24,2023-08-26,2022-01-05,,3443,1991,2,3,153,0,0,296
297,Gestión Documental QZ,Ella ciento asimismo corazón participación cuadro grupo.,2025-11-12,2025-12-31,2025-11-05,2025-11-25,960,474,5,5,179,3,0,297
298,Sistema ERP Alpha SK,Unión casos régimen fuentes te.,2020-06-22,2022-02-04,2020-06-21,2022-02-13,1989,1858,4,2,412,6,0,298
299,Portal Clientes XV,Hacerlo principio precios hacia cierta sean parís propuesta.,2025-05-23,2025-12-31,2025-05-30,2025-11-25,1876,1369,4,4,132,8,0,299
300,Sistema Flotas XO,Han pública tuvo garcía señor derecha casi plaza.,2023-05-05,2024-12-23,2023-05-02,,1860,760,2,1,71,0,0,300
301,Sistema ERP Alpha CW,Libre día servicios llegado entonces éste nuevos entrada hacen ojos.,2023-05-23,2024-08-16,2023-05-16,2024-08-18,1753,1155,4,2,272,4,0,301
302,App de Tareas GB,Fecha cerca cuatro comisión civil importancia.,2024-06-16,2025-03-12,2024-06-11,2025-03-13,821,646,4,2,349,2,0,302
303,Gestión Documental PP,Algunas estudio políticas fuentes poco.,2023-07-08,2025-06-27,2023-07-08,2025-07-03,1816,1444,4,4,244,8,0,303
304,App de Tareas BX,Tener internacional bastante carrera embargo puesto informe chile.,2025-04-20,2025-12-31,,,875,29,1,5,46,0,0,304
305,App Inventarios JC,Llama mí políticas tal fernando.,2020-09-23,2022-09-13,2020-09-14,2022-09-23,2511,2017,4,2,20,8,0,305
306,Sistema ERP Alpha HV,Sociedad posición entonces octubre podría.,2022-12-02,2024-02-05,2022-11-22,,3795,1097,2,3,384,0,0,306
307,Plataforma E-Commerce SZ,Familia aquellos mayoría carta bajo.,2024-08-24,2025-06-22,2024-09-03,,2582,1804,2,3,55,0,0,307
308,Plataforma E-Commerce HW,Pasa natural flores padres existencia sabe violencia.,2024-06-24,2025-12-31,2024-06-22,,2865,2419,2,2,456,0,0,308
309,Gestión Documental CQ,Así punto diario mañana bueno deseo.,2020-07-25,2022-02-06,2020-08-06,,2679,2226,2,2,170,0,0,309
310,Portal Clientes YQ,Medidas esfuerzo total caso luis juicio saber.,2023-03-28,2024-03-18,2023-03-23,,3162,2015,3,3,173,0,0,310
311,Sistema RRHH GT,Fiscal gonzález rey durante dentro.,2023-11-23,2025-11-08,2023-12-04,2025-11-22,2177,1265,4,3,264,5,0,311
312,Gestión Documental JT,Son material familia aire.,2021-05-02,2022-10-30,2021-05-04,2022-11-02,827,777,4,2,166,2,0,312
313,Sistema Flotas BW,Político nivel explicó imágenes muchas nos problemas saber.,2020-04-01,2022-05-16,2020-03-22,,3192,1941,2,3,169,0,0,313
314,Plataforma Reservas JR,Política presenta lucha durante ningún estilo p.,2025-04-27,2025-12-31,2025-05-01,,1054,869,2,2,355,0,0,314
315,Plataforma Reservas RO,San cómo blanca armas quienes gracias agua lugar encuentra.,2021-09-20,2023-12-13,2021-09-30,2023-12-22,1036,511,4,5,352,2,0,315
316,Plataforma E-Commerce IT,Armas estudio armas cierta siete garcía pasado donde época escuela.,2021-07-26,2023-01-19,2021-08-08,,1627,416,2,4,69,0,0,316
317,App de Tareas UJ,Ideas aspecto idea papel paz.,2025-06-01,2025-12-31,2025-06-16,2025-11-25,1364,906,4,5,360,3,0,317
318,App de Tareas VR,Cultural forma cosas fecha p público.,2024-10-27,2025-07-01,2024-10-31,2025-07-06,567,388,4,5,349,2,0,318
319,App de Tareas NO,Sentido puedo ellas crecimiento nuestros carácter conocer momentos puerta industria.,2024-03-06,2025-12-31,2024-03-12,2025-11-25,726,710,4,1,289,0,0,319
320,Plataforma Reservas EI,Historia este doctor no todavía barcelona.,2025-09-16,2025-12-31,2025-09-27,,1304,1009,2,5,168,0,0,320
321,Plataforma E-Commerce MW,Uno trabajar hospital santiago aire voz.,2023-11-22,2025-08-27,2023-12-07,2025-08-30,1645,1602,4,1,251,5,0,321
322,App de Tareas PB,Riesgo evitar suerte cuarto dinero visita miguel menor.,2025-06-15,2025-12-31,2025-06-19,2025-11-25,518,499,4,5,234,0,0,322
323,Sistema ERP Alpha TY,Políticos julio llamado fue explicó.,2024-05-30,2025-12-31,2024-06-12,,3672,1250,2,3,203,0,0,323
324,Plataforma Reservas IZ,Mar justicia blanco está cabeza.,2023-05-21,2024-10-03,2023-05-28,2024-10-12,2411,1559,4,4,24,15,0,324
325,Sistema RRHH TX,Visto relaciones decía han mundial otras s.,2023-11-04,2025-05-09,2023-10-30,2025-05-14,1187,954,4,1,242,2,0,325
326,Sistema RRHH FU,Estos diferencia pone diario están idea interés cual función.,2021-09-19,2023-10-25,2021-09-23,,2533,822,3,4,374,0,0,326
327,Aplicación CRM DF,Sé haciendo espera tenía conocimiento ella santa.,2025-05-23,2025-12-31,2025-05-16,,672,351,3,5,350,0,0,327
328,Portal Clientes XF,Cambios principales hicieron p medio resto había partido iba operación.,2021-04-11,2023-06-11,2021-04-01,,660,453,2,5,202,0,0,328
329,Sistema RRHH KJ,Carrera porque falta marcha rosa sería.,2021-07-15,2022-06-27,2021-07-22,,3230,917,2,4,153,0,0,329
330,App Inventarios HI,El ideas por organización nuevas cuestión.,2025-03-03,2025-12-31,2025-03-01,2025-11-25,2417,1513,4,4,127,8,0,330
331,Sistema RRHH FP,Izquierda nuevos dirección otros cantidad centro.,2024-08-27,2025-12-31,2024-09-05,,1952,729,3,1,58,0,0,331
332,Portal Clientes RN,Vamos tales desde todas resulta todo adelante tratamiento aumento dicho toma.,2020-06-01,2021-11-03,2020-05-24,2020-08-01,1092,377,5,1,456,0,0,332
333,Sistema ERP Alpha GA,Estas verdad sur i miguel cuales.,2023-11-15,2024-12-29,2023-11-17,,1101,248,2,1,361,0,0,333
334,App de Tareas VL,Reforma sí dicho solo interior donde actual resto.,2022-06-28,2023-07-31,2022-06-27,2023-08-11,886,580,4,1,112,2,0,334
335,Portal Clientes EI,Acciones hora tenemos crisis diario p.,2020-12-05,2022-08-13,2020-12-04,,1056,865,2,5,164,0,0,335
336,Gestión Documental KU,Varias durante éxito conocer expresión cambios actual hija carlos libre natural.,2021-02-07,2023-02-25,2021-02-05,2023-03-04,2493,1439,4,2,267,7,0,336
337,App de Tareas NK,Económica mismos figura fueron color río paciente la o.,2025-04-27,2025-12-31,2025-05-02,,2549,1732,2,2,377,0,0,337
338,Aplicación CRM YH,Atrás términos idea claro derechos oficial.,2020-02-05,2022-01-30,2020-02-17,,3148,1794,3,4,330,0,0,338
339,App de Tareas OM,Madre donde cierto resto materia estos luz.,2023-05-15,2025-06-01,2023-05-20,2025-06-10,1753,1654,4,4,154,7,0,339
340,Sistema ERP Alpha UK,Estilo octubre historia volvió material posibilidad hacía cuando están tal visto.,2024-07-26,2025-12-31,2024-08-02,,2696,2383,2,2,363,0,0,340
341,Sistema RRHH VD,Trabajar yo políticos garcía viene voy es administración.,2022-10-27,2023-07-19,2022-10-24,,674,310,3,5,286,0,0,341
342,Aplicación CRM ZY,Uno días prueba español pesar banco poder teatro.,2021-08-05,2022-10-25,2021-07-28,,1521,839,2,1,332,0,0,342
343,Sistema RRHH MH,Ejército hemos sobre idea serie mano julio.,2022-07-29,2023-10-26,2022-08-09,,1149,791,2,1,98,0,0,343
344,Sistema Flotas NH,Pueden puerta esta dice tres control atrás.,2024-04-02,2025-12-31,2024-04-15,,985,817,2,1,448,0,0,344
345,Gestión Documental JM,Carne consecuencia pública características mejor operación unidad diversos.,2025-10-03,2025-12-31,2025-09-23,,2163,933,2,2,246,0,0,345
346,Portal Clientes IN,Etc viaje duda en hermano.,2025-11-04,2025-12-31,2025-11-16,,1580,620,2,1,380,0,0,346
347,Gestión Documental MF,Niño años políticos amigos primero administración cosa área.,2022-09-23,2023-02-11,2022-09-25,,2117,1872,2,2,204,0,0,347
348,Aplicación CRM MM,Pueblo tuvo primeros unos días nosotros una.,2025-04-19,2025-12-31,2025-04-25,2025-11-25,2535,2274,4,3,184,11,0,348
349,Portal Clientes JG,Agua puesto tuvo trabajo especie.,2022-05-30,2023-05-20,2022-05-31,2023-05-23,2311,1489,4,4,370,6,0,349
350,Gestión Documental KP,Ese decía español sector quien aquellos.,2025-09-29,2025-12-31,2025-10-06,2025-11-25,866,801,4,2,114,3,0,350
351,Portal Clientes DG,Sólo actual cual especialmente naturaleza encontrar ambiente alta.,2022-08-28,2025-06-26,2022-09-02,2025-06-30,3333,3245,4,4,118,8,0,351
352,Plataforma E-Commerce VM,Te material doctor jóvenes tres chile derecha país ministro encuentro.,2023-12-16,2025-12-31,2023-12-11,,3009,1874,3,4,132,0,0,352
353,App Inventarios EO,Mejor cama problemas c tras asimismo proyecto.,2022-10-05,2023-11-28,2022-10-12,,2800,1719,2,2,87,0,0,353
354,Sistema ERP Alpha DF,Él poco posibilidad solución da.,2022-12-19,2024-06-07,2023-01-02,,1968,1496,2,1,430,0,0,354
355,App Inventarios MK,Universidad camino quería forma cuya mismo.,2022-07-27,2023-11-22,2022-07-17,,1078,621,2,2,432,0,0,355
356,Sistema Flotas ID,Función eran unas primer resultados él haber acciones.,2023-09-01,2024-04-29,2023-09-06,,1865,1624,2,1,192,0,0,356
357,Sistema ERP Alpha YB,Plazo conjunto cambio pocos después precios partidos efecto superior puntos.,2024-09-20,2025-12-31,2024-09-10,2025-11-25,1242,948,4,5,4,1,0,357
358,Sistema RRHH GC,Falta camino domingo políticas especialmente mejores.,2022-10-14,2024-11-08,2022-10-29,,1628,1321,2,1,147,0,0,358
