id,proyecto_id,monto_presupuestado,monto_real_acumulado,ingreso_proyecto,metadata_extraccion
928,928,66242,61954,77815,0
929,929,108827,105041,131595,0
930,930,48188,21095,31272,0
931,931,125762,51649,47913,0
932,932,146247,29249,33225,0
933,933,87164,27093,25918,0
934,934,31402,16425,17453,0
935,935,87132,67513,62513,0
936,936,86505,42893,47056,0
937,937,74054,53132,52493,0
938,938,32075,16328,15130,0
939,939,75420,55219,55963,0
940,940,119397,72943,88327,0
941,941,146643,78647,80242,0
942,942,168989,156423,178849,0
943,943,107894,101741,86647,0
944,944,54221,52198,57809,0
945,945,34935,31916,44044,0
946,946,53577,47928,60464,0
947,947,50193,28685,36632,0
948,948,97044,48981,60411,0
949,949,30272,13858,16914,0
950,950,245352,157385,129003,0
951,951,134178,120531,125744,0
952,952,75309,49133,54544,0
953,953,120851,88702,99497,0
954,954,42235,15873,13143,0
955,955,77894,58358,65765,0
956,956,125936,93596,111678,0
957,957,52006,32983,30388,0
958,958,53096,10619,13298,0
959,959,79745,57833,63357,0
960,960,77374,67769,91234,0
961,961,65833,34163,43999,0
962,962,33974,28619,40229,0
963,963,74646,67398,85330,0
964,964,50668,27368,23719,0
965,965,51913,18715,15727,0
966,966,164783,38894,44579,0
967,967,145756,29151,32219,0
968,968,104891,90306,99501,0
969,969,69881,48638,72699,0
970,970,69538,60236,85453,0
971,971,55651,28697,23732,0
972,972,187633,105400,116826,0
973,973,120432,24086,21387,0
974,974,67277,31774,40604,0
975,975,125493,25098,22936,0
976,976,163467,74646,99580,0
977,977,86677,58057,57689,0
978,978,76504,33928,32840,0
979,979,27281,20064,24594,0
980,980,88687,74619,82216,0
981,981,35053,29652,33642,0
982,982,43802,29361,40870,0
983,983,98302,89612,130540,0
984,984,22625,17366,25988,0
985,985,56409,48536,58479,0
986,986,30445,27654,29845,0
987,987,88769,48102,44231,0
988,988,71091,18085,18621,0
989,989,29084,22722,32939,0
990,990,100357,64632,79509,0
991,991,88874,19222,19470,0
992,992,42000,31917,44502,0
993,993,200389,115928,113933,0
994,994,67478,59575,78848,0
995,995,69768,38735,43558,0
996,996,43115,37898,55299,0
997,997,190499,134496,138020,0
998,998,54858,58947,80835,0
999,999,110014,80328,91166,0
1000,1000,143192,138913,130296,0
